ride_id,rideable_id,year,start_day_id,start_hour,end_day_id,end_hour,trip_duration,start_station_id,end_station_id,member_id,age,gender
169.0,,2020,6.0,10,6.0,11,2.78,38,25.0,1.0,45.0,male
170.0,,2020,6.0,11,6.0,11,3.2,19,31.0,1.0,35.0,male
171.0,,2020,6.0,11,6.0,11,4.3,17,31.0,1.0,56.0,female
172.0,,2020,6.0,11,6.0,11,8.07,42,49.0,1.0,32.0,male
173.0,,2020,6.0,11,6.0,11,17.23,30,48.0,1.0,43.0,female
174.0,,2020,6.0,11,6.0,11,11.57,17,17.0,1.0,40.0,male
175.0,,2020,6.0,11,6.0,11,4.05,27,9.0,1.0,36.0,male
176.0,,2020,6.0,11,6.0,11,3.03,17,25.0,1.0,41.0,female
177.0,,2020,6.0,11,6.0,11,2.35,37,25.0,1.0,48.0,male
178.0,,2020,6.0,11,6.0,11,7.73,9,31.0,1.0,67.0,female
179.0,,2020,6.0,11,6.0,11,15.52,29,32.0,1.0,52.0,male
180.0,,2020,6.0,11,6.0,11,2.1,25,37.0,1.0,48.0,male
181.0,,2020,6.0,11,6.0,11,6.12,39,28.0,2.0,30.0,male
182.0,,2020,6.0,11,6.0,11,8.62,13,9.0,1.0,32.0,male
183.0,,2020,6.0,11,6.0,11,6.35,23,28.0,2.0,53.0,female
184.0,,2020,6.0,11,6.0,11,11.48,25,49.0,1.0,55.0,male
185.0,,2020,6.0,11,6.0,11,5.8,16,10.0,1.0,42.0,male
186.0,,2020,6.0,11,6.0,11,3.57,14,25.0,1.0,57.0,male
187.0,,2020,6.0,11,6.0,11,3.1,28,24.0,1.0,40.0,male
188.0,,2020,6.0,11,6.0,11,3.72,49,7.0,1.0,57.0,male
189.0,,2020,6.0,11,6.0,11,2.28,13,11.0,1.0,30.0,male
190.0,,2020,6.0,11,6.0,11,12.02,15,17.0,1.0,38.0,female
191.0,,2020,6.0,11,6.0,11,11.98,5,8.0,1.0,43.0,male
192.0,,2020,6.0,11,6.0,11,11.55,14,1.0,1.0,35.0,male
193.0,,2020,6.0,11,6.0,11,4.92,23,28.0,1.0,40.0,male
194.0,,2020,6.0,11,6.0,11,3.62,18,2.0,1.0,63.0,male
195.0,,2020,6.0,11,6.0,11,11.68,33,17.0,1.0,25.0,male
196.0,,2020,6.0,11,6.0,11,7.42,28,34.0,1.0,35.0,male
197.0,,2020,6.0,11,6.0,11,5.25,9,8.0,1.0,30.0,male
198.0,,2020,6.0,11,6.0,11,10.25,40,20.0,1.0,44.0,female
199.0,,2020,6.0,11,6.0,11,6.7,36,28.0,1.0,36.0,male
200.0,,2020,6.0,11,6.0,11,4.87,8,37.0,1.0,37.0,male
201.0,,2020,6.0,11,6.0,11,4.72,19,13.0,2.0,44.0,male
202.0,,2020,6.0,11,6.0,11,8.37,41,10.0,1.0,39.0,male
203.0,,2020,6.0,11,6.0,11,5.13,13,40.0,1.0,33.0,male
204.0,,2020,6.0,11,6.0,11,4.2,31,46.0,2.0,51.0,unspecified
205.0,,2020,6.0,11,6.0,11,8.55,47,6.0,1.0,44.0,female
206.0,,2020,6.0,11,6.0,11,7.82,38,40.0,1.0,33.0,female
207.0,,2020,6.0,11,6.0,11,4.0,18,25.0,1.0,48.0,male
208.0,,2020,6.0,11,6.0,11,3.97,18,25.0,1.0,47.0,male
209.0,,2020,6.0,11,6.0,11,1.77,13,31.0,1.0,71.0,male
210.0,,2020,6.0,11,6.0,11,2.33,37,29.0,1.0,28.0,male
211.0,,2020,6.0,11,6.0,12,11.38,28,9.0,1.0,45.0,male
212.0,,2020,6.0,11,6.0,12,11.83,31,17.0,1.0,36.0,female
213.0,,2020,6.0,11,6.0,12,10.6,21,1.0,1.0,29.0,male
214.0,,2020,6.0,11,6.0,12,12.73,9,41.0,1.0,43.0,male
215.0,,2020,6.0,11,6.0,11,4.38,24,28.0,1.0,27.0,male
216.0,,2020,6.0,11,6.0,12,18.77,18,6.0,1.0,57.0,male
217.0,,2020,6.0,11,6.0,11,4.18,6,13.0,1.0,41.0,male
218.0,,2020,6.0,11,6.0,12,14.38,50,28.0,2.0,51.0,unspecified
219.0,,2020,6.0,11,6.0,11,2.8,17,40.0,1.0,39.0,male
220.0,,2020,6.0,11,6.0,12,6.52,40,18.0,1.0,33.0,female
221.0,,2020,6.0,11,6.0,11,2.0,38,22.0,1.0,33.0,male
222.0,,2020,6.0,11,6.0,12,21.03,28,31.0,1.0,54.0,male
223.0,,2020,6.0,11,6.0,12,3.48,41,19.0,1.0,43.0,female
224.0,,2020,6.0,12,6.0,12,2.42,13,16.0,1.0,48.0,male
225.0,,2020,6.0,12,6.0,12,4.78,13,3.0,1.0,35.0,male
226.0,,2020,6.0,12,6.0,12,7.75,46,25.0,1.0,73.0,female
227.0,,2020,6.0,12,6.0,12,22.62,14,14.0,1.0,42.0,male
228.0,,2020,6.0,12,6.0,12,4.28,29,9.0,1.0,56.0,male
229.0,,2020,6.0,12,6.0,12,3.22,25,17.0,1.0,38.0,male
230.0,,2020,6.0,12,6.0,12,5.28,25,22.0,1.0,35.0,male
231.0,,2020,6.0,12,6.0,12,6.37,10,9.0,1.0,52.0,male
232.0,,2020,6.0,12,6.0,12,6.53,8,10.0,1.0,56.0,female
233.0,,2020,6.0,12,6.0,12,7.47,9,47.0,1.0,37.0,male
234.0,,2020,6.0,12,6.0,12,5.52,9,27.0,1.0,36.0,male
235.0,,2020,6.0,12,6.0,12,27.55,6,6.0,2.0,26.0,male
236.0,,2020,6.0,12,6.0,12,14.92,28,6.0,2.0,42.0,male
237.0,,2020,6.0,12,6.0,12,8.53,31,1.0,1.0,33.0,female
238.0,,2020,6.0,12,6.0,12,8.2,31,1.0,1.0,34.0,male
239.0,,2020,6.0,12,6.0,12,6.9,14,43.0,1.0,39.0,male
240.0,,2020,6.0,12,6.0,12,7.15,28,36.0,2.0,51.0,unspecified
241.0,,2020,6.0,12,6.0,12,6.5,6,13.0,1.0,28.0,female
242.0,,2020,6.0,12,6.0,12,5.95,6,13.0,1.0,32.0,male
243.0,,2020,6.0,12,6.0,12,3.03,46,41.0,2.0,51.0,unspecified
244.0,,2020,6.0,12,6.0,12,3.85,13,6.0,1.0,29.0,male
245.0,,2020,6.0,12,6.0,12,3.6,29,37.0,1.0,28.0,male
246.0,,2020,6.0,12,6.0,12,5.18,39,28.0,1.0,36.0,male
247.0,,2020,6.0,12,6.0,12,12.55,6,6.0,1.0,26.0,male
248.0,,2020,6.0,12,6.0,12,3.12,8,6.0,1.0,35.0,male
249.0,,2020,6.0,12,6.0,12,1.67,41,31.0,2.0,51.0,unspecified
250.0,,2020,6.0,12,6.0,12,4.6,37,25.0,1.0,53.0,female
251.0,,2020,6.0,12,6.0,12,2.75,12,5.0,1.0,48.0,male
252.0,,2020,6.0,12,6.0,12,7.38,17,19.0,1.0,40.0,male
253.0,,2020,6.0,12,6.0,12,5.83,25,13.0,1.0,73.0,female
254.0,,2020,6.0,12,6.0,12,4.92,8,9.0,1.0,48.0,male
255.0,,2020,6.0,12,6.0,12,7.4,5,25.0,1.0,31.0,male
256.0,,2020,6.0,12,6.0,12,6.47,28,36.0,1.0,33.0,male
257.0,,2020,6.0,12,6.0,12,2.8,28,24.0,1.0,54.0,male
258.0,,2020,6.0,12,6.0,12,2.23,16,13.0,1.0,48.0,male
259.0,,2020,6.0,12,6.0,12,3.72,46,16.0,1.0,28.0,female
260.0,,2020,6.0,12,6.0,12,1.82,37,20.0,1.0,56.0,female
261.0,,2020,6.0,12,6.0,12,5.1,2,18.0,1.0,63.0,male
262.0,,2020,6.0,12,6.0,12,7.18,36,28.0,1.0,19.0,female
263.0,,2020,6.0,12,6.0,12,2.45,27,20.0,1.0,24.0,male
264.0,,2020,6.0,12,6.0,12,4.58,22,2.0,1.0,30.0,female
265.0,,2020,6.0,12,6.0,12,11.47,25,37.0,1.0,53.0,female
266.0,,2020,6.0,12,6.0,12,12.13,24,20.0,1.0,40.0,male
267.0,,2020,6.0,12,6.0,13,22.72,3,10.0,1.0,29.0,female
268.0,,2020,6.0,12,6.0,13,22.13,3,10.0,1.0,30.0,male
269.0,,2020,6.0,12,6.0,12,7.2,17,10.0,1.0,30.0,female
270.0,,2020,6.0,12,6.0,12,6.57,22,25.0,2.0,26.0,male
271.0,,2020,6.0,12,6.0,12,10.78,31,6.0,1.0,36.0,male
272.0,,2020,6.0,12,6.0,12,4.43,6,13.0,1.0,32.0,male
273.0,,2020,6.0,12,6.0,12,5.03,13,3.0,1.0,32.0,female
274.0,,2020,6.0,12,6.0,12,5.53,31,25.0,1.0,29.0,male
275.0,,2020,6.0,12,6.0,12,6.62,10,5.0,1.0,56.0,female
276.0,,2020,6.0,12,6.0,13,38.68,8,8.0,1.0,41.0,male
277.0,,2020,6.0,12,6.0,13,37.93,8,8.0,1.0,41.0,female
278.0,,2020,6.0,12,6.0,13,16.05,28,31.0,1.0,34.0,male
279.0,,2020,6.0,12,6.0,13,13.55,37,9.0,1.0,40.0,female
280.0,,2020,6.0,12,6.0,12,3.38,17,25.0,1.0,51.0,male
281.0,,2020,6.0,12,6.0,12,5.07,29,2.0,1.0,47.0,female
282.0,,2020,6.0,12,6.0,13,6.02,15,25.0,1.0,27.0,male
283.0,,2020,6.0,12,6.0,12,3.05,31,16.0,1.0,39.0,male
284.0,,2020,6.0,12,6.0,13,5.45,25,27.0,1.0,40.0,female
285.0,,2020,6.0,12,6.0,13,8.55,40,6.0,1.0,51.0,female
286.0,,2020,6.0,12,6.0,13,28.98,28,50.0,2.0,51.0,unspecified
287.0,,2020,6.0,12,6.0,13,2.1,18,20.0,1.0,61.0,male
288.0,,2020,6.0,12,6.0,13,4.37,16,17.0,2.0,51.0,unspecified
289.0,,2020,6.0,13,6.0,13,5.22,28,7.0,1.0,29.0,male
290.0,,2020,6.0,13,6.0,13,16.48,35,3.0,1.0,35.0,male
291.0,,2020,6.0,13,6.0,13,3.12,18,2.0,1.0,62.0,female
292.0,,2020,6.0,13,6.0,13,3.93,17,41.0,1.0,52.0,male
293.0,,2020,6.0,13,6.0,13,5.85,16,1.0,1.0,40.0,male
294.0,,2020,6.0,13,6.0,13,7.85,14,25.0,1.0,27.0,female
295.0,,2020,6.0,13,6.0,13,1.2,37,18.0,1.0,61.0,male
296.0,,2020,6.0,13,6.0,13,1.78,16,8.0,1.0,27.0,male
297.0,,2020,6.0,13,6.0,13,10.97,48,34.0,1.0,52.0,male
298.0,,2020,6.0,13,6.0,13,10.42,46,6.0,1.0,57.0,male
299.0,,2020,6.0,13,6.0,13,2.73,18,2.0,1.0,38.0,female
300.0,,2020,6.0,13,6.0,13,7.72,25,43.0,1.0,30.0,male
301.0,,2020,6.0,13,6.0,13,3.8,31,3.0,1.0,32.0,male
302.0,,2020,6.0,13,6.0,13,7.82,25,43.0,1.0,26.0,female
303.0,,2020,6.0,13,6.0,13,4.2,9,27.0,1.0,64.0,male
304.0,,2020,6.0,13,6.0,13,8.63,34,28.0,1.0,25.0,female
305.0,,2020,6.0,13,6.0,13,7.8,29,30.0,1.0,27.0,female
306.0,,2020,6.0,13,6.0,13,6.9,5,3.0,1.0,34.0,male
307.0,,2020,6.0,13,6.0,13,11.02,25,23.0,1.0,34.0,male
308.0,,2020,6.0,13,6.0,13,8.0,17,6.0,1.0,57.0,male
309.0,,2020,6.0,13,6.0,13,2.65,24,28.0,1.0,23.0,male
310.0,,2020,6.0,13,6.0,13,10.27,6,31.0,1.0,35.0,male
311.0,,2020,6.0,13,6.0,13,2.98,25,10.0,1.0,45.0,female
312.0,,2020,6.0,13,6.0,13,2.93,25,10.0,1.0,44.0,male
313.0,,2020,6.0,13,6.0,13,9.4,25,5.0,1.0,43.0,male
314.0,,2020,6.0,13,6.0,13,4.73,14,25.0,1.0,36.0,female
315.0,,2020,6.0,13,6.0,13,3.53,6,6.0,1.0,36.0,male
316.0,,2020,6.0,13,6.0,13,3.65,17,25.0,1.0,38.0,male
317.0,,2020,6.0,13,6.0,13,14.97,8,17.0,1.0,37.0,male
318.0,,2020,6.0,13,6.0,13,12.68,41,22.0,1.0,33.0,male
319.0,,2020,6.0,13,6.0,13,6.33,34,48.0,1.0,28.0,male
320.0,,2020,6.0,13,6.0,13,2.98,17,3.0,1.0,34.0,male
321.0,,2020,6.0,13,6.0,13,2.4,16,31.0,1.0,45.0,male
322.0,,2020,6.0,13,6.0,13,11.52,19,19.0,1.0,39.0,male
323.0,,2020,6.0,13,6.0,14,16.33,34,48.0,1.0,52.0,male
324.0,,2020,6.0,13,6.0,13,4.28,22,25.0,1.0,33.0,male
325.0,,2020,6.0,13,6.0,13,2.63,28,24.0,1.0,23.0,male
326.0,,2020,6.0,13,6.0,13,2.92,3,20.0,1.0,42.0,male
327.0,,2020,6.0,13,6.0,13,2.25,9,37.0,1.0,47.0,female
328.0,,2020,6.0,13,6.0,13,7.47,6,18.0,1.0,52.0,female
329.0,,2020,6.0,13,6.0,13,5.65,29,2.0,1.0,52.0,male
330.0,,2020,6.0,13,6.0,13,4.28,2,27.0,1.0,33.0,female
331.0,,2020,6.0,13,6.0,13,2.83,9,37.0,1.0,47.0,male
332.0,,2020,6.0,13,6.0,14,5.63,22,25.0,1.0,37.0,male
333.0,,2020,6.0,13,6.0,14,3.67,3,43.0,1.0,31.0,male
334.0,,2020,6.0,13,6.0,14,7.05,31,10.0,1.0,33.0,male
335.0,,2020,6.0,13,6.0,14,2.4,37,9.0,1.0,47.0,female
336.0,,2020,6.0,13,6.0,14,3.68,18,25.0,1.0,60.0,male
337.0,,2020,6.0,14,6.0,14,4.32,48,28.0,1.0,39.0,male
338.0,,2020,6.0,14,6.0,14,4.38,16,46.0,1.0,28.0,female
339.0,,2020,6.0,14,6.0,14,13.62,20,40.0,1.0,44.0,female
340.0,,2020,6.0,14,6.0,14,10.88,6,38.0,1.0,32.0,male
341.0,,2020,6.0,14,6.0,14,18.75,10,10.0,1.0,44.0,male
342.0,,2020,6.0,14,6.0,14,4.48,29,25.0,1.0,28.0,male
343.0,,2020,6.0,14,6.0,14,5.87,22,11.0,1.0,37.0,female
344.0,,2020,6.0,14,6.0,14,27.28,38,11.0,2.0,51.0,unspecified
345.0,,2020,6.0,14,6.0,14,6.15,6,14.0,1.0,58.0,male
